,age,time_since_last_disturbance,last_disturbance_type,identifier,timestep,area,Species
78,30,1,2,4,10,20776.000000000007,CF
79,30,2,2,5,10,305.99999999999756,CF
80,30,1,2,6,10,305.9999999999967,CF
81,30,2,2,7,10,305.9999999999967,CF
82,30,1,2,8,10,305.99999999999716,CF
83,30,2,2,9,10,305.99999999999716,CF
84,30,1,2,10,10,305.9999999999996,CF
85,30,2,2,11,10,305.9999999999996,CF
86,30,1,2,12,10,306.0,CF
87,30,3,2,13,10,306.0,CF
88,41,41,1,1,11,6752.6,MF
89,61,61,1,2,11,26295.0,BL
90,31,1,2,3,11,20470.000000000007,CF
91,31,2,2,4,11,20776.000000000007,CF
92,31,1,2,5,11,305.99999999999756,CF
93,31,2,2,6,11,305.9999999999967,CF
94,31,1,2,7,11,305.9999999999967,CF
95,31,2,2,8,11,305.99999999999716,CF
96,31,1,2,9,11,305.99999999999716,CF
97,31,2,2,10,11,305.9999999999996,CF
98,31,1,2,11,11,305.9999999999996,CF
99,31,2,2,12,11,306.0,CF
100,31,1,2,13,11,306.0,CF
101,31,3,2,14,11,306.0000000000002,CF
102,42,42,1,1,12,6752.6,MF
103,62,62,1,2,12,26295.0,BL
104,32,2,2,3,12,20470.000000000007,CF
105,32,1,2,4,12,20470.000000000007,CF
106,32,2,2,5,12,305.99999999999756,CF
107,32,1,2,6,12,305.9999999999967,CF
108,32,2,2,7,12,305.9999999999967,CF
109,32,1,2,8,12,305.99999999999716,CF
110,32,2,2,9,12,305.99999999999716,CF
111,32,1,2,10,12,305.9999999999996,CF
112,32,2,2,11,12,305.9999999999996,CF
113,32,1,2,12,12,306.0,CF
114,32,2,2,13,12,306.0,CF
115,32,1,2,14,12,306.0000000000002,CF
116,32,3,2,15,12,306.0000000000002,CF
117,43,43,1,1,13,6752.6,MF
118,63,63,1,2,13,26295.0,BL
119,33,1,2,3,13,20164.000000000007,CF
120,33,2,2,4,13,20470.000000000007,CF
121,33,1,2,5,13,305.99999999999756,CF
122,33,2,2,6,13,305.9999999999967,CF
123,33,1,2,7,13,305.9999999999967,CF
124,33,2,2,8,13,305.99999999999716,CF
125,33,1,2,9,13,305.99999999999716,CF
126,33,2,2,10,13,305.9999999999996,CF
127,33,1,2,11,13,305.9999999999996,CF
128,33,2,2,12,13,306.0,CF
129,33,1,2,13,13,306.0,CF
130,33,2,2,14,13,306.0000000000002,CF
131,33,1,2,15,13,306.0000000000002,CF
132,33,3,2,16,13,306.0000000000009,CF
133,44,44,1,1,14,6752.6,MF
134,64,64,1,2,14,26295.0,BL
135,34,2,2,3,14,20164.000000000007,CF
136,34,1,2,4,14,20164.000000000007,CF
137,34,2,2,5,14,305.99999999999756,CF
138,34,1,2,6,14,305.9999999999967,CF
139,34,2,2,7,14,305.9999999999967,CF
140,34,1,2,8,14,305.99999999999716,CF
141,34,2,2,9,14,305.99999999999716,CF
142,34,1,2,10,14,305.9999999999996,CF
143,34,2,2,11,14,305.9999999999996,CF
144,34,1,2,12,14,306.0,CF
145,34,2,2,13,14,306.0,CF
146,34,1,2,14,14,306.0000000000002,CF
147,34,2,2,15,14,306.0000000000002,CF
148,34,1,2,16,14,306.0000000000009,CF
149,34,3,2,17,14,306.0000000000009,CF
150,45,45,1,1,15,6752.6,MF
151,65,65,1,2,15,26295.0,BL
152,35,1,2,3,15,19858.000000000007,CF
153,35,2,2,4,15,20164.000000000007,CF
154,35,1,2,5,15,305.99999999999756,CF
155,35,2,2,6,15,305.9999999999967,CF
156,35,1,2,7,15,305.9999999999967,CF
157,35,2,2,8,15,305.99999999999716,CF
158,35,1,2,9,15,305.99999999999716,CF
159,35,2,2,10,15,305.9999999999996,CF
160,35,1,2,11,15,305.9999999999996,CF
161,35,2,2,12,15,306.0,CF
162,35,1,2,13,15,306.0,CF
163,35,2,2,14,15,306.0000000000002,CF
164,35,1,2,15,15,306.0000000000002,CF
165,35,2,2,16,15,306.0000000000009,CF
166,35,1,2,17,15,306.0000000000009,CF
167,35,3,2,18,15,305.9999999999999,CF
168,46,46,1,1,16,6752.6,MF
169,66,66,1,2,16,26295.0,BL
170,36,1,2,3,16,19552.000000000007,CF
171,1,1,1,4,16,19858.000000000007,CF
172,36,1,2,5,16,305.99999999999756,CF
173,1,1,1,6,16,305.9999999999967,CF
174,36,1,2,7,16,305.9999999999967,CF
175,1,1,1,8,16,305.99999999999716,CF
176,36,1,2,9,16,305.99999999999716,CF
177,1,1,1,10,16,305.9999999999996,CF
178,36,1,2,11,16,305.9999999999996,CF
179,1,1,1,12,16,306.0,CF
180,36,1,2,13,16,306.0,CF
181,1,1,1,14,16,306.0000000000002,CF
182,36,1,2,15,16,306.0000000000002,CF
183,1,1,1,16,16,306.0000000000009,CF
184,36,1,2,17,16,306.0000000000009,CF
185,1,1,1,18,16,305.9999999999999,CF
186,36,1,2,19,16,305.9999999999999,CF
187,36,2,2,20,16,305.9999999999989,CF
188,47,47,1,1,17,6752.6,MF
189,67,67,1,2,17,26295.0,BL
190,1,1,1,3,17,19246.000000000007,CF
191,2,2,1,4,17,19858.000000000007,CF
192,1,1,1,5,17,305.99999999999756,CF
193,2,2,1,6,17,305.9999999999967,CF
194,1,1,1,7,17,305.9999999999967,CF
195,2,2,1,8,17,305.99999999999716,CF
196,1,1,1,9,17,305.99999999999716,CF
197,2,2,1,10,17,305.9999999999996,CF
198,1,1,1,11,17,305.9999999999996,CF
199,2,2,1,12,17,306.0,CF
200,1,1,1,13,17,306.0,CF
201,2,2,1,14,17,306.0000000000002,CF
202,1,1,1,15,17,306.0000000000002,CF
203,2,2,1,16,17,306.0000000000009,CF
204,1,1,1,17,17,306.0000000000009,CF
205,2,2,1,18,17,305.9999999999999,CF
206,1,1,1,19,17,305.9999999999999,CF
207,1,1,1,20,17,305.9999999999989,CF
208,37,1,2,21,17,306.0000000000003,CF
209,48,48,1,1,18,6752.6,MF
210,68,68,1,2,18,26295.0,BL
211,2,2,1,3,18,19246.000000000007,CF
212,3,3,1,4,18,19858.000000000007,CF
213,2,2,1,5,18,305.99999999999756,CF
214,3,3,1,6,18,305.9999999999967,CF
215,2,2,1,7,18,305.9999999999967,CF
216,3,3,1,8,18,305.99999999999716,CF
217,2,2,1,9,18,305.99999999999716,CF
218,3,3,1,10,18,305.9999999999996,CF
219,2,2,1,11,18,305.9999999999996,CF
220,3,3,1,12,18,306.0,CF
221,2,2,1,13,18,306.0,CF
222,3,3,1,14,18,306.0000000000002,CF
223,2,2,1,15,18,306.0000000000002,CF
224,3,3,1,16,18,306.0000000000009,CF
225,2,2,1,17,18,306.0000000000009,CF
226,3,3,1,18,18,305.9999999999999,CF
227,2,2,1,19,18,305.9999999999999,CF
228,2,2,1,20,18,305.9999999999989,CF
229,1,1,1,21,18,306.0000000000003,CF
230,49,49,1,1,19,6752.6,MF
231,69,69,1,2,19,26295.0,BL
232,3,3,1,3,19,19246.000000000007,CF
233,4,4,1,4,19,19858.000000000007,CF
234,3,3,1,5,19,305.99999999999756,CF
235,4,4,1,6,19,305.9999999999967,CF
236,3,3,1,7,19,305.9999999999967,CF
237,4,4,1,8,19,305.99999999999716,CF
238,3,3,1,9,19,305.99999999999716,CF
239,4,4,1,10,19,305.9999999999996,CF
240,3,3,1,11,19,305.9999999999996,CF
241,4,4,1,12,19,306.0,CF
242,3,3,1,13,19,306.0,CF
243,4,4,1,14,19,306.0000000000002,CF
244,3,3,1,15,19,306.0000000000002,CF
245,4,4,1,16,19,306.0000000000009,CF
246,3,3,1,17,19,306.0000000000009,CF
247,4,4,1,18,19,305.9999999999999,CF
248,3,3,1,19,19,305.9999999999999,CF
249,3,3,1,20,19,305.9999999999989,CF
250,2,2,1,21,19,306.0000000000003,CF
251,50,50,1,1,20,6752.6,MF
252,70,70,1,2,20,26295.0,BL
253,4,4,1,3,20,19246.000000000007,CF
254,5,5,1,4,20,19858.000000000007,CF
255,4,4,1,5,20,305.99999999999756,CF
256,5,5,1,6,20,305.9999999999967,CF
257,4,4,1,7,20,305.9999999999967,CF
258,5,5,1,8,20,305.99999999999716,CF
259,4,4,1,9,20,305.99999999999716,CF
260,5,5,1,10,20,305.9999999999996,CF
261,4,4,1,11,20,305.9999999999996,CF
262,5,5,1,12,20,306.0,CF
263,4,4,1,13,20,306.0,CF
264,5,5,1,14,20,306.0000000000002,CF
265,4,4,1,15,20,306.0000000000002,CF
266,5,5,1,16,20,306.0000000000009,CF
267,4,4,1,17,20,306.0000000000009,CF
268,5,5,1,18,20,305.9999999999999,CF
269,4,4,1,19,20,305.9999999999999,CF
270,4,4,1,20,20,305.9999999999989,CF
271,3,3,1,21,20,306.0000000000003,CF
272,51,51,1,1,21,6752.6,MF
273,71,71,1,2,21,26295.0,BL
274,5,5,1,3,21,19246.000000000007,CF
275,6,6,1,4,21,19858.000000000007,CF
276,5,5,1,5,21,305.99999999999756,CF
277,6,6,1,6,21,305.9999999999967,CF
278,5,5,1,7,21,305.9999999999967,CF
279,6,6,1,8,21,305.99999999999716,CF
280,5,5,1,9,21,305.99999999999716,CF
281,6,6,1,10,21,305.9999999999996,CF
282,5,5,1,11,21,305.9999999999996,CF
283,6,6,1,12,21,306.0,CF
284,5,5,1,13,21,306.0,CF
285,6,6,1,14,21,306.0000000000002,CF
286,5,5,1,15,21,306.0000000000002,CF
287,6,6,1,16,21,306.0000000000009,CF
288,5,5,1,17,21,306.0000000000009,CF
289,6,6,1,18,21,305.9999999999999,CF
290,5,5,1,19,21,305.9999999999999,CF
291,5,5,1,20,21,305.9999999999989,CF
292,4,4,1,21,21,306.0000000000003,CF
293,52,52,1,1,22,6752.6,MF
294,72,72,1,2,22,26295.0,BL
295,6,6,1,3,22,19246.000000000007,CF
296,7,7,1,4,22,19858.000000000007,CF
297,6,6,1,5,22,305.99999999999756,CF
298,7,7,1,6,22,305.9999999999967,CF
299,6,6,1,7,22,305.9999999999967,CF
300,7,7,1,8,22,305.99999999999716,CF
301,6,6,1,9,22,305.99999999999716,CF
302,7,7,1,10,22,305.9999999999996,CF
303,6,6,1,11,22,305.9999999999996,CF
304,7,7,1,12,22,306.0,CF
305,6,6,1,13,22,306.0,CF
306,7,7,1,14,22,306.0000000000002,CF
307,6,6,1,15,22,306.0000000000002,CF
308,7,7,1,16,22,306.0000000000009,CF
309,6,6,1,17,22,306.0000000000009,CF
310,7,7,1,18,22,305.9999999999999,CF
311,6,6,1,19,22,305.9999999999999,CF
312,6,6,1,20,22,305.9999999999989,CF
313,5,5,1,21,22,306.0000000000003,CF
314,53,53,1,1,23,6752.6,MF
315,73,73,1,2,23,26295.0,BL
316,7,7,1,3,23,19246.000000000007,CF
317,8,8,1,4,23,19858.000000000007,CF
318,7,7,1,5,23,305.99999999999756,CF
319,8,8,1,6,23,305.9999999999967,CF
320,7,7,1,7,23,305.9999999999967,CF
321,8,8,1,8,23,305.99999999999716,CF
322,7,7,1,9,23,305.99999999999716,CF
323,8,8,1,10,23,305.9999999999996,CF
324,7,7,1,11,23,305.9999999999996,CF
325,8,8,1,12,23,306.0,CF
326,7,7,1,13,23,306.0,CF
327,8,8,1,14,23,306.0000000000002,CF
328,7,7,1,15,23,306.0000000000002,CF
329,8,8,1,16,23,306.0000000000009,CF
330,7,7,1,17,23,306.0000000000009,CF
331,8,8,1,18,23,305.9999999999999,CF
332,7,7,1,19,23,305.9999999999999,CF
333,7,7,1,20,23,305.9999999999989,CF
334,6,6,1,21,23,306.0000000000003,CF
335,54,54,1,1,24,6752.6,MF
336,74,74,1,2,24,26295.0,BL
337,8,8,1,3,24,19246.000000000007,CF
338,9,9,1,4,24,19858.000000000007,CF
339,8,8,1,5,24,305.99999999999756,CF
340,9,9,1,6,24,305.9999999999967,CF
341,8,8,1,7,24,305.9999999999967,CF
342,9,9,1,8,24,305.99999999999716,CF
343,8,8,1,9,24,305.99999999999716,CF
344,9,9,1,10,24,305.9999999999996,CF
345,8,8,1,11,24,305.9999999999996,CF
346,9,9,1,12,24,306.0,CF
347,8,8,1,13,24,306.0,CF
348,9,9,1,14,24,306.0000000000002,CF
349,8,8,1,15,24,306.0000000000002,CF
350,9,9,1,16,24,306.0000000000009,CF
351,8,8,1,17,24,306.0000000000009,CF
352,9,9,1,18,24,305.9999999999999,CF
353,8,8,1,19,24,305.9999999999999,CF
354,8,8,1,20,24,305.9999999999989,CF
355,7,7,1,21,24,306.0000000000003,CF
356,55,55,1,1,25,6752.6,MF
357,75,75,1,2,25,26295.0,BL
358,9,9,1,3,25,19246.000000000007,CF
359,10,10,1,4,25,19858.000000000007,CF
360,9,9,1,5,25,305.99999999999756,CF
361,10,10,1,6,25,305.9999999999967,CF
362,9,9,1,7,25,305.9999999999967,CF
363,10,10,1,8,25,305.99999999999716,CF
364,9,9,1,9,25,305.99999999999716,CF
365,10,10,1,10,25,305.9999999999996,CF
366,9,9,1,11,25,305.9999999999996,CF
367,10,10,1,12,25,306.0,CF
368,9,9,1,13,25,306.0,CF
369,10,10,1,14,25,306.0000000000002,CF
370,9,9,1,15,25,306.0000000000002,CF
371,10,10,1,16,25,306.0000000000009,CF
372,9,9,1,17,25,306.0000000000009,CF
373,10,10,1,18,25,305.9999999999999,CF
374,9,9,1,19,25,305.9999999999999,CF
375,9,9,1,20,25,305.9999999999989,CF
376,8,8,1,21,25,306.0000000000003,CF
377,56,56,1,1,26,6752.6,MF
378,76,76,1,2,26,26295.0,BL
379,10,10,1,3,26,19246.000000000007,CF
380,11,1,2,4,26,19858.000000000007,CF
381,10,10,1,5,26,305.99999999999756,CF
382,11,1,2,6,26,305.9999999999967,CF
383,10,10,1,7,26,305.9999999999967,CF
384,11,1,2,8,26,305.99999999999716,CF
385,10,10,1,9,26,305.99999999999716,CF
386,11,1,2,10,26,305.9999999999996,CF
387,10,10,1,11,26,305.9999999999996,CF
388,11,1,2,12,26,306.0,CF
389,10,10,1,13,26,306.0,CF
390,11,1,2,14,26,306.0000000000002,CF
391,10,10,1,15,26,306.0000000000002,CF
392,11,1,2,16,26,306.0000000000009,CF
393,10,10,1,17,26,306.0000000000009,CF
394,11,1,2,18,26,305.9999999999999,CF
395,10,10,1,19,26,305.9999999999999,CF
396,10,10,1,20,26,305.9999999999989,CF
397,9,9,1,21,26,306.0000000000003,CF
398,57,57,1,1,27,6752.6,MF
399,77,77,1,2,27,26295.0,BL
400,11,11,1,3,27,19246.000000000007,CF
401,12,1,2,4,27,19858.000000000007,CF
402,11,11,1,5,27,305.99999999999756,CF
403,12,1,2,6,27,305.9999999999967,CF
404,11,11,1,7,27,305.9999999999967,CF
405,12,1,2,8,27,305.99999999999716,CF
406,11,11,1,9,27,305.99999999999716,CF
407,12,1,2,10,27,305.9999999999996,CF
408,11,11,1,11,27,305.9999999999996,CF
409,12,1,2,12,27,306.0,CF
410,11,11,1,13,27,306.0,CF
411,12,1,2,14,27,306.0000000000002,CF
412,11,11,1,15,27,306.0000000000002,CF
413,12,1,2,16,27,306.0000000000009,CF
414,11,11,1,17,27,306.0000000000009,CF
415,12,1,2,18,27,305.9999999999999,CF
416,11,11,1,19,27,305.9999999999999,CF
417,11,11,1,20,27,305.9999999999989,CF
418,10,10,1,21,27,306.0000000000003,CF
419,58,58,1,1,28,6752.6,MF
420,78,78,1,2,28,26295.0,BL
421,12,12,1,3,28,19246.000000000007,CF
422,13,1,2,4,28,19858.000000000007,CF
423,12,12,1,5,28,305.99999999999756,CF
424,13,1,2,6,28,305.9999999999967,CF
425,12,12,1,7,28,305.9999999999967,CF
426,13,1,2,8,28,305.99999999999716,CF
427,12,12,1,9,28,305.99999999999716,CF
428,13,1,2,10,28,305.9999999999996,CF
429,12,12,1,11,28,305.9999999999996,CF
430,13,1,2,12,28,306.0,CF
431,12,12,1,13,28,306.0,CF
432,13,1,2,14,28,306.0000000000002,CF
433,12,12,1,15,28,306.0000000000002,CF
434,13,1,2,16,28,306.0000000000009,CF
435,12,12,1,17,28,306.0000000000009,CF
436,13,1,2,18,28,305.9999999999999,CF
437,12,12,1,19,28,305.9999999999999,CF
438,12,12,1,20,28,305.9999999999989,CF
439,11,11,1,21,28,306.0000000000003,CF
440,59,59,1,1,29,6752.6,MF
441,79,79,1,2,29,26295.0,BL
442,13,13,1,3,29,19246.000000000007,CF
443,14,1,2,4,29,19858.000000000007,CF
444,13,13,1,5,29,305.99999999999756,CF
445,14,1,2,6,29,305.9999999999967,CF
446,13,13,1,7,29,305.9999999999967,CF
447,14,1,2,8,29,305.99999999999716,CF
448,13,13,1,9,29,305.99999999999716,CF
449,14,1,2,10,29,305.9999999999996,CF
450,13,13,1,11,29,305.9999999999996,CF
451,14,1,2,12,29,306.0,CF
452,13,13,1,13,29,306.0,CF
453,14,1,2,14,29,306.0000000000002,CF
454,13,13,1,15,29,306.0000000000002,CF
455,14,1,2,16,29,306.0000000000009,CF
456,13,13,1,17,29,306.0000000000009,CF
457,14,1,2,18,29,305.9999999999999,CF
458,13,13,1,19,29,305.9999999999999,CF
459,13,13,1,20,29,305.9999999999989,CF
460,12,12,1,21,29,306.0000000000003,CF
461,60,60,1,1,30,6752.6,MF
462,80,80,1,2,30,26295.0,BL
463,14,14,1,3,30,19246.000000000007,CF
464,15,1,2,4,30,19858.000000000007,CF
465,14,14,1,5,30,305.99999999999756,CF
466,15,1,2,6,30,305.9999999999967,CF
467,14,14,1,7,30,305.9999999999967,CF
468,15,1,2,8,30,305.99999999999716,CF
469,14,14,1,9,30,305.99999999999716,CF
470,15,1,2,10,30,305.9999999999996,CF
471,14,14,1,11,30,305.9999999999996,CF
472,15,1,2,12,30,306.0,CF
473,14,14,1,13,30,306.0,CF
474,15,1,2,14,30,306.0000000000002,CF
475,14,14,1,15,30,306.0000000000002,CF
476,15,1,2,16,30,306.0000000000009,CF
477,14,14,1,17,30,306.0000000000009,CF
478,15,1,2,18,30,305.9999999999999,CF
479,14,14,1,19,30,305.9999999999999,CF
480,14,14,1,20,30,305.9999999999989,CF
481,13,13,1,21,30,306.0000000000003,CF
482,61,61,1,1,31,6752.6,MF
483,81,81,1,2,31,26295.0,BL
484,15,1,2,3,31,19246.000000000007,CF
485,16,2,2,4,31,19858.000000000007,CF
486,15,1,2,5,31,305.99999999999756,CF
487,16,2,2,6,31,305.9999999999967,CF
488,15,1,2,7,31,305.9999999999967,CF
489,16,2,2,8,31,305.99999999999716,CF
490,15,1,2,9,31,305.99999999999716,CF
491,16,2,2,10,31,305.9999999999996,CF
492,15,1,2,11,31,305.9999999999996,CF
493,16,2,2,12,31,306.0,CF
494,15,1,2,13,31,306.0,CF
495,16,2,2,14,31,306.0000000000002,CF
496,15,1,2,15,31,306.0000000000002,CF
497,16,2,2,16,31,306.0000000000009,CF
498,15,1,2,17,31,306.0000000000009,CF
499,16,1,2,18,31,3.637978807091713e-12,CF
500,15,1,2,19,31,305.9999999999999,CF
501,15,1,2,20,31,305.9999999999989,CF
502,14,14,1,21,31,306.0000000000003,CF
503,16,2,2,22,31,305.99999999999625,CF
504,62,62,1,1,32,6752.6,MF
505,82,82,1,2,32,26295.0,BL
506,16,2,2,3,32,19246.000000000007,CF
507,17,1,2,4,32,19858.000000000007,CF
508,16,2,2,5,32,305.99999999999756,CF
509,17,1,2,6,32,305.9999999999967,CF
510,16,2,2,7,32,305.9999999999967,CF
511,17,1,2,8,32,305.99999999999716,CF
512,16,2,2,9,32,305.99999999999716,CF
513,17,1,2,10,32,305.9999999999996,CF
514,16,2,2,11,32,305.9999999999996,CF
515,17,1,2,12,32,306.0,CF
516,16,2,2,13,32,306.0,CF
517,17,1,2,14,32,306.0000000000002,CF
518,16,1,2,15,32,3.637978807091713e-12,CF
519,17,1,2,16,32,306.0000000000009,CF
520,16,2,2,17,32,306.0000000000009,CF
521,17,2,2,18,32,3.637978807091713e-12,CF
522,16,2,2,19,32,305.9999999999999,CF
523,16,2,2,20,32,305.9999999999989,CF
524,15,15,1,21,32,306.0000000000003,CF
525,17,1,2,22,32,305.99999999999625,CF
526,16,2,2,23,32,305.9999999999966,CF
527,63,63,1,1,33,6752.6,MF
528,83,83,1,2,33,26295.0,BL
529,17,3,2,3,33,19246.000000000007,CF
530,18,1,2,4,33,19858.000000000007,CF
531,17,3,2,5,33,305.99999999999756,CF
532,18,1,2,6,33,305.9999999999967,CF
533,17,3,2,7,33,305.9999999999967,CF
534,18,1,2,8,33,305.99999999999716,CF
535,17,3,2,9,33,305.99999999999716,CF
536,18,1,2,10,33,305.9999999999996,CF
537,17,3,2,11,33,305.9999999999996,CF
538,18,1,2,12,33,306.0,CF
539,17,3,2,13,33,306.0,CF
540,18,1,2,14,33,306.0000000000002,CF
541,17,2,2,15,33,3.637978807091713e-12,CF
542,18,1,2,16,33,306.0000000000009,CF
543,17,3,2,17,33,306.0000000000009,CF
544,18,1,2,18,33,3.637978807091713e-12,CF
545,17,3,2,19,33,305.9999999999999,CF
546,17,3,2,20,33,305.9999999999989,CF
547,16,16,1,21,33,306.0000000000003,CF
548,18,1,2,22,33,305.99999999999625,CF
549,17,3,2,23,33,305.9999999999966,CF
550,64,64,1,1,34,6752.6,MF
551,84,84,1,2,34,26295.0,BL
552,18,1,2,3,34,19246.000000000007,CF
553,19,2,2,4,34,19858.000000000007,CF
554,18,1,2,5,34,305.99999999999756,CF
555,19,2,2,6,34,305.9999999999967,CF
556,18,1,2,7,34,305.9999999999967,CF
557,19,2,2,8,34,305.99999999999716,CF
558,18,1,2,9,34,305.99999999999716,CF
559,19,1,2,10,34,3.637978807091713e-12,CF
560,18,1,2,11,34,305.9999999999996,CF
561,19,2,2,12,34,306.0,CF
562,18,1,2,13,34,306.0,CF
563,19,2,2,14,34,306.0000000000002,CF
564,18,3,2,15,34,3.637978807091713e-12,CF
565,19,2,2,16,34,306.0000000000009,CF
566,18,1,2,17,34,306.0000000000009,CF
567,19,1,2,18,34,3.637978807091713e-12,CF
568,18,1,2,19,34,305.9999999999999,CF
569,18,1,2,20,34,305.9999999999989,CF
570,17,17,1,21,34,306.0000000000003,CF
571,19,2,2,22,34,305.99999999999625,CF
572,18,1,2,23,34,305.9999999999966,CF
573,19,2,2,24,34,305.99999999999596,CF
574,65,65,1,1,35,6752.6,MF
575,85,85,1,2,35,26295.0,BL
576,19,2,2,3,35,19246.000000000007,CF
577,20,1,2,4,35,19858.000000000007,CF
578,19,2,2,5,35,305.99999999999756,CF
579,20,1,2,6,35,305.9999999999967,CF
580,19,2,2,7,35,305.9999999999967,CF
581,20,1,2,8,35,305.99999999999716,CF
582,19,1,2,9,35,3.637978807091713e-12,CF
583,20,2,2,10,35,3.637978807091713e-12,CF
584,19,2,2,11,35,305.9999999999996,CF
585,20,1,2,12,35,306.0,CF
586,19,2,2,13,35,306.0,CF
587,20,1,2,14,35,306.0000000000002,CF
588,19,1,2,15,35,3.637978807091713e-12,CF
589,20,1,2,16,35,306.0000000000009,CF
590,19,2,2,17,35,306.0000000000009,CF
591,20,2,2,18,35,3.637978807091713e-12,CF
592,19,2,2,19,35,305.9999999999999,CF
593,19,2,2,20,35,305.9999999999989,CF
594,18,18,1,21,35,306.0000000000003,CF
595,20,1,2,22,35,305.99999999999625,CF
596,19,2,2,23,35,305.9999999999966,CF
597,20,1,2,24,35,305.99999999999596,CF
598,19,2,2,25,35,305.9999999999935,CF
599,66,66,1,1,36,6752.6,MF
600,86,86,1,2,36,26295.0,BL
601,20,1,2,3,36,19246.000000000007,CF
602,21,2,2,4,36,19858.000000000007,CF
603,20,1,2,5,36,305.99999999999756,CF
604,21,2,2,6,36,305.9999999999967,CF
605,20,1,2,7,36,305.9999999999967,CF
606,21,2,2,8,36,305.99999999999716,CF
607,20,2,2,9,36,3.637978807091713e-12,CF
608,21,1,2,10,36,3.637978807091713e-12,CF
609,20,1,2,11,36,305.9999999999996,CF
610,21,1,2,12,36,3.637978807091713e-12,CF
611,20,1,2,13,36,306.0,CF
612,21,2,2,14,36,306.0000000000002,CF
613,20,2,2,15,36,3.637978807091713e-12,CF
614,21,2,2,16,36,306.0000000000009,CF
615,20,1,2,17,36,306.0000000000009,CF
616,21,1,2,18,36,3.637978807091713e-12,CF
617,20,1,2,19,36,305.9999999999999,CF
618,20,1,2,20,36,305.9999999999989,CF
619,19,19,1,21,36,306.0000000000003,CF
620,21,2,2,22,36,305.99999999999625,CF
621,20,1,2,23,36,305.9999999999966,CF
622,21,2,2,24,36,305.99999999999596,CF
623,20,1,2,25,36,305.9999999999935,CF
624,21,2,2,26,36,305.99999999999636,CF
625,67,67,1,1,37,6752.6,MF
626,87,87,1,2,37,26295.0,BL
627,21,2,2,3,37,19246.000000000007,CF
628,22,1,2,4,37,19858.000000000007,CF
629,21,2,2,5,37,305.99999999999756,CF
630,22,1,2,6,37,305.9999999999967,CF
631,21,2,2,7,37,305.9999999999967,CF
632,22,1,2,8,37,305.99999999999716,CF
633,21,3,2,9,37,3.637978807091713e-12,CF
634,22,2,2,10,37,3.637978807091713e-12,CF
635,21,2,2,11,37,305.9999999999996,CF
636,22,2,2,12,37,3.637978807091713e-12,CF
637,21,2,2,13,37,306.0,CF
638,22,1,2,14,37,306.0000000000002,CF
639,21,1,2,15,37,3.637978807091713e-12,CF
640,22,1,2,16,37,306.0000000000009,CF
641,21,2,2,17,37,306.0000000000009,CF
642,22,2,2,18,37,3.637978807091713e-12,CF
643,21,2,2,19,37,305.9999999999999,CF
644,21,2,2,20,37,305.9999999999989,CF
645,20,1,2,21,37,3.637978807091713e-12,CF
646,22,1,2,22,37,305.99999999999625,CF
647,21,2,2,23,37,305.9999999999966,CF
648,22,1,2,24,37,305.99999999999596,CF
649,21,2,2,25,37,305.9999999999935,CF
650,22,1,2,26,37,305.99999999999636,CF
651,20,20,1,27,37,305.99999999999665,CF
652,68,68,1,1,38,6752.6,MF
653,88,88,1,2,38,26295.0,BL
654,22,3,2,3,38,19246.000000000007,CF
655,23,1,2,4,38,19858.000000000007,CF
656,22,3,2,5,38,305.99999999999756,CF
657,23,1,2,6,38,305.9999999999967,CF
658,22,3,2,7,38,305.9999999999967,CF
659,23,1,2,8,38,305.99999999999716,CF
660,22,1,2,9,38,3.637978807091713e-12,CF
661,23,1,2,10,38,3.637978807091713e-12,CF
662,22,3,2,11,38,305.9999999999996,CF
663,23,1,2,12,38,3.637978807091713e-12,CF
664,22,3,2,13,38,306.0,CF
665,23,1,2,14,38,306.0000000000002,CF
666,22,2,2,15,38,3.637978807091713e-12,CF
667,23,1,2,16,38,305.99999999999636,CF
668,22,3,2,17,38,306.0000000000009,CF
669,23,1,2,18,38,3.637978807091713e-12,CF
670,22,3,2,19,38,305.9999999999999,CF
671,22,3,2,20,38,305.9999999999989,CF
672,21,2,2,21,38,3.637978807091713e-12,CF
673,23,2,2,22,38,305.99999999999625,CF
674,22,3,2,23,38,305.9999999999966,CF
675,23,1,2,24,38,305.99999999999596,CF
676,22,3,2,25,38,305.9999999999935,CF
677,23,1,2,26,38,305.99999999999636,CF
678,21,1,2,27,38,305.99999999999665,CF
679,23,2,2,28,38,4.552358490173006e-12,CF
680,69,69,1,1,39,6752.6,MF
681,89,89,1,2,39,26295.0,BL
682,23,1,2,3,39,19246.000000000007,CF
683,24,2,2,4,39,19858.000000000007,CF
684,23,1,2,5,39,305.99999999999756,CF
685,24,2,2,6,39,305.9999999999967,CF
686,23,1,2,7,39,305.9999999999967,CF
687,24,2,2,8,39,305.99999999999716,CF
688,23,2,2,9,39,3.637978807091713e-12,CF
689,24,2,2,10,39,3.637978807091713e-12,CF
690,23,1,2,11,39,1.0913936421275137e-11,CF
691,24,2,2,12,39,3.637978807091713e-12,CF
692,23,1,2,13,39,306.0,CF
693,24,2,2,14,39,306.0000000000002,CF
694,23,3,2,15,39,3.637978807091713e-12,CF
695,24,2,2,16,39,305.99999999999636,CF
696,23,1,2,17,39,306.0000000000009,CF
